condition,task_id,category,difficulty,workflow,trial_index,latency_ms,correct,confidence,coverage_pct,repair_iterations,cache_status,http_status,error_type,timestamp
A3_no_repair,build_circular_buffer,Object Oriented Classes,Medium,build,0,20573.03,True,100,,0,,200,,2026-07-25T10:27:19.055168+00:00
A3_no_repair,build_circular_buffer,Object Oriented Classes,Medium,build,1,9209.05,False,76,,0,,200,logic_error,2026-07-25T10:27:32.270493+00:00
A3_no_repair,build_circular_buffer,Object Oriented Classes,Medium,build,2,9308.49,True,100,,0,,200,,2026-07-25T10:27:45.584301+00:00
A3_no_repair,build_config_manager,Multi Component Pipelines,Medium,build,0,10065.79,True,97,,0,,200,,2026-07-25T10:27:59.655287+00:00
A3_no_repair,build_config_manager,Multi Component Pipelines,Medium,build,1,9572.76,True,97,,0,,200,,2026-07-25T10:28:13.230866+00:00
A3_no_repair,build_config_manager,Multi Component Pipelines,Medium,build,2,8970.89,False,76,,0,,200,logic_error,2026-07-25T10:28:26.207437+00:00
A3_no_repair,build_etl_pipeline,Multi Component Pipelines,Medium,build,0,9333.53,True,97,,0,,200,,2026-07-25T10:28:39.544577+00:00
A3_no_repair,build_etl_pipeline,Multi Component Pipelines,Medium,build,1,9310.92,False,76,,0,,200,logic_error,2026-07-25T10:28:52.862238+00:00
A3_no_repair,build_etl_pipeline,Multi Component Pipelines,Medium,build,2,9510.44,True,100,,0,,200,,2026-07-25T10:29:06.375706+00:00
A3_no_repair,build_log_parser,Multi Component Pipelines,Medium,build,0,9031.87,False,76,,0,,200,logic_error,2026-07-25T10:29:19.413314+00:00
A3_no_repair,build_log_parser,Multi Component Pipelines,Medium,build,1,8327.72,False,71,,0,,200,logic_error,2026-07-25T10:29:31.742741+00:00
A3_no_repair,build_log_parser,Multi Component Pipelines,Medium,build,2,7998.92,False,68,,0,,200,logic_error,2026-07-25T10:29:43.747533+00:00
A3_no_repair,build_password_policy,Object Oriented Classes,Easy,build,0,9661.44,True,100,,0,,200,,2026-07-25T10:29:57.410826+00:00
A3_no_repair,build_password_policy,Object Oriented Classes,Easy,build,1,10150.45,False,70,,0,,200,logic_error,2026-07-25T10:30:11.563708+00:00
A3_no_repair,build_password_policy,Object Oriented Classes,Easy,build,2,9338.11,False,76,,0,,200,logic_error,2026-07-25T10:30:24.904843+00:00
A3_with_repair,build_circular_buffer,Object Oriented Classes,Medium,build,0,17537.56,True,70,,0,,200,,2026-07-25T10:30:46.445105+00:00
A3_with_repair,build_circular_buffer,Object Oriented Classes,Medium,build,1,9288.01,True,97,,0,,200,,2026-07-25T10:30:59.734678+00:00
A3_with_repair,build_circular_buffer,Object Oriented Classes,Medium,build,2,26186.52,False,33,,0,,200,logic_error,2026-07-25T10:31:29.926011+00:00
A3_with_repair,build_config_manager,Multi Component Pipelines,Medium,build,0,26407.18,True,54,,0,,200,,2026-07-25T10:32:00.339823+00:00
A3_with_repair,build_config_manager,Multi Component Pipelines,Medium,build,1,9505.3,True,94,,0,,200,,2026-07-25T10:32:13.850903+00:00
A3_with_repair,build_config_manager,Multi Component Pipelines,Medium,build,2,9051.48,True,94,,0,,200,,2026-07-25T10:32:26.907851+00:00
A3_with_repair,build_etl_pipeline,Multi Component Pipelines,Medium,build,0,10201.62,True,100,,0,,200,,2026-07-25T10:32:41.112253+00:00
A3_with_repair,build_etl_pipeline,Multi Component Pipelines,Medium,build,1,18429.24,True,80,,0,,200,,2026-07-25T10:33:03.544873+00:00
A3_with_repair,build_etl_pipeline,Multi Component Pipelines,Medium,build,2,18111.69,True,68,,0,,200,,2026-07-25T10:33:25.660561+00:00
A3_with_repair,build_log_parser,Multi Component Pipelines,Medium,build,0,25845.28,False,33,,0,,200,logic_error,2026-07-25T10:33:55.512548+00:00
A3_with_repair,build_log_parser,Multi Component Pipelines,Medium,build,1,28292.0,False,36,,0,,200,logic_error,2026-07-25T10:34:27.806544+00:00
A3_with_repair,build_log_parser,Multi Component Pipelines,Medium,build,2,25132.55,False,36,,0,,200,logic_error,2026-07-25T10:34:56.942349+00:00
A3_with_repair,build_password_policy,Object Oriented Classes,Easy,build,0,28389.99,False,30,,0,,200,logic_error,2026-07-25T10:35:29.339837+00:00
A3_with_repair,build_password_policy,Object Oriented Classes,Easy,build,1,27362.87,True,60,,0,,200,,2026-07-25T10:36:00.711209+00:00
A3_with_repair,build_password_policy,Object Oriented Classes,Easy,build,2,9693.2,True,100,,0,,200,,2026-07-25T10:36:14.410323+00:00
